Sector,Partida
"Hilo, telas y textiles",'521120
"Hilo, telas y textiles",'521131
"Hilo, telas y textiles",'521132
"Hilo, telas y textiles",'521139
"Hilo, telas y textiles",'521141
"Hilo, telas y textiles",'521142
"Hilo, telas y textiles",'521143
"Hilo, telas y textiles",'521149
"Hilo, telas y textiles",'521151
"Hilo, telas y textiles",'521152
"Hilo, telas y textiles",'521159
"Hilo, telas y textiles",'521211
"Hilo, telas y textiles",'521212
"Hilo, telas y textiles",'521213
"Hilo, telas y textiles",'521214
"Hilo, telas y textiles",'521215
"Hilo, telas y textiles",'521221
"Hilo, telas y textiles",'521222
"Hilo, telas y textiles",'521223
"Hilo, telas y textiles",'521224
"Hilo, telas y textiles",'521225
Productos frescos y materia prima ,'530110
Productos frescos y materia prima ,'530121
Productos frescos y materia prima ,'530129
Productos frescos y materia prima ,'530130
Productos frescos y materia prima ,'530210
Productos frescos y materia prima ,'530290
Productos frescos y materia prima ,'530310
Productos frescos y materia prima ,'530390
Productos frescos y materia prima ,'530500
"Hilo, telas y textiles",'530610
"Hilo, telas y textiles",'530620
"Hilo, telas y textiles",'530710
"Hilo, telas y textiles",'530720
"Hilo, telas y textiles",'530810
"Hilo, telas y textiles",'530820
"Hilo, telas y textiles",'530890
"Hilo, telas y textiles",'530911
"Hilo, telas y textiles",'530919
"Hilo, telas y textiles",'530921
"Hilo, telas y textiles",'530929
"Hilo, telas y textiles",'531010
